label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Gripper,574,498,102,130,frame0.jpg,1920,1080
Gripper,539,498,97,130,frame10.jpg,1920,1080
Gripper,350,590,74,120,frame100.jpg,1920,1080
Gripper,347,597,77,120,frame105.jpg,1920,1080
Gripper,345,585,100,130,frame110.jpg,1920,1080
Gripper,352,580,92,138,frame115.jpg,1920,1080
Gripper,475,735,94,125,frame120.jpg,1920,1080
Gripper,656,802,97,140,frame125.jpg,1920,1080
Gripper,825,748,112,138,frame140.jpg,1920,1080
Gripper,814,758,128,128,frame145.jpg,1920,1080
Gripper,529,495,120,138,frame15.jpg,1920,1080
Gripper,817,738,128,133,frame150.jpg,1920,1080
Gripper,830,725,79,130,frame155.jpg,1920,1080
Gripper,797,702,94,135,frame160.jpg,1920,1080
Gripper,786,697,107,143,frame165.jpg,1920,1080
Gripper,797,694,92,143,frame170.jpg,1920,1080
Gripper,781,705,120,140,frame175.jpg,1920,1080
Gripper,809,700,105,143,frame180.jpg,1920,1080
Gripper,809,700,115,138,frame185.jpg,1920,1080
Gripper,809,700,112,138,frame190.jpg,1920,1080
Gripper,830,700,79,133,frame195.jpg,1920,1080
Gripper,876,774,8,15,frame195.jpg,1920,1080
Gripper,516,490,120,143,frame20.jpg,1920,1080
Gripper,809,694,115,128,frame200.jpg,1920,1080
Gripper,809,687,94,135,frame205.jpg,1920,1080
Gripper,812,684,87,138,frame210.jpg,1920,1080
Gripper,807,689,100,128,frame215.jpg,1920,1080
Gripper,802,687,100,130,frame220.jpg,1920,1080
Gripper,802,687,100,130,frame225.jpg,1920,1080
Gripper,794,677,112,138,frame230.jpg,1920,1080
Gripper,804,682,107,138,frame235.jpg,1920,1080
Gripper,804,677,112,143,frame240.jpg,1920,1080
Gripper,797,671,123,146,frame245.jpg,1920,1080
Gripper,467,490,120,138,frame25.jpg,1920,1080
Gripper,802,687,120,125,frame250.jpg,1920,1080
Gripper,786,677,135,140,frame255.jpg,1920,1080
Gripper,812,674,102,140,frame260.jpg,1920,1080
Gripper,817,674,105,146,frame265.jpg,1920,1080
Gripper,794,674,130,135,frame270.jpg,1920,1080
Gripper,791,677,128,140,frame275.jpg,1920,1080
Gripper,794,679,135,140,frame280.jpg,1920,1080
Gripper,809,682,110,133,frame285.jpg,1920,1080
Gripper,804,684,123,138,frame290.jpg,1920,1080
Gripper,804,710,123,143,frame295.jpg,1920,1080
Gripper,465,477,128,148,frame30.jpg,1920,1080
Gripper,802,725,130,151,frame300.jpg,1920,1080
Gripper,789,743,146,130,frame305.jpg,1920,1080
Gripper,794,743,125,128,frame310.jpg,1920,1080
Gripper,799,740,125,128,frame315.jpg,1920,1080
Gripper,791,738,143,128,frame320.jpg,1920,1080
Gripper,794,740,128,130,frame325.jpg,1920,1080
Gripper,807,735,110,143,frame330.jpg,1920,1080
Gripper,802,743,117,128,frame335.jpg,1920,1080
Gripper,797,733,117,135,frame340.jpg,1920,1080
Gripper,818,740,94,128,frame345.jpg,1920,1080
Gripper,470,488,116,135,frame35.jpg,1920,1080
Gripper,807,738,110,130,frame350.jpg,1920,1080
Gripper,820,730,94,133,frame355.jpg,1920,1080
Gripper,809,702,105,138,frame360.jpg,1920,1080
Gripper,809,684,102,133,frame365.jpg,1920,1080
Gripper,814,684,97,135,frame370.jpg,1920,1080
Gripper,812,687,105,128,frame375.jpg,1920,1080
Gripper,814,677,100,140,frame380.jpg,1920,1080
Gripper,809,679,110,138,frame385.jpg,1920,1080
Gripper,814,687,100,130,frame390.jpg,1920,1080
Gripper,817,689,100,128,frame395.jpg,1920,1080
Gripper,472,488,110,138,frame40.jpg,1920,1080
Gripper,825,677,84,133,frame400.jpg,1920,1080
Gripper,809,687,112,130,frame405.jpg,1920,1080
Gripper,786,689,97,130,frame410.jpg,1920,1080
Gripper,761,689,87,133,frame415.jpg,1920,1080
Gripper,740,689,100,130,frame420.jpg,1920,1080
Gripper,743,689,92,138,frame425.jpg,1920,1080
Gripper,743,692,94,128,frame430.jpg,1920,1080
Gripper,740,697,94,130,frame435.jpg,1920,1080
Gripper,744,692,100,128,frame440.jpg,1920,1080
Gripper,749,687,84,134,frame445.jpg,1920,1080
Gripper,454,631,110,135,frame45.jpg,1920,1080
Gripper,746,710,94,123,frame450.jpg,1920,1080
Gripper,743,740,94,128,frame455.jpg,1920,1080
Gripper,748,789,92,125,frame460.jpg,1920,1080
Gripper,738,797,102,138,frame465.jpg,1920,1080
Gripper,738,809,100,135,frame470.jpg,1920,1080
Gripper,743,820,94,125,frame475.jpg,1920,1080
Gripper,743,820,102,125,frame480.jpg,1920,1080
Gripper,743,814,92,140,frame485.jpg,1920,1080
Gripper,738,812,92,133,frame490.jpg,1920,1080
Gripper,748,817,92,123,frame495.jpg,1920,1080
Gripper,549,488,105,140,frame5.jpg,1920,1080
Gripper,452,638,105,123,frame50.jpg,1920,1080
Gripper,735,817,105,128,frame500.jpg,1920,1080
Gripper,740,817,102,130,frame505.jpg,1920,1080
Gripper,746,822,94,117,frame510.jpg,1920,1080
Gripper,748,820,84,120,frame515.jpg,1920,1080
Gripper,746,812,89,130,frame520.jpg,1920,1080
Gripper,746,807,89,135,frame525.jpg,1920,1080
Gripper,740,797,102,120,frame530.jpg,1920,1080
Gripper,746,746,89,117,frame535.jpg,1920,1080
Gripper,748,707,84,125,frame540.jpg,1920,1080
Gripper,743,694,92,133,frame545.jpg,1920,1080
Gripper,460,646,94,123,frame55.jpg,1920,1080
Gripper,746,687,87,133,frame550.jpg,1920,1080
Gripper,756,694,79,125,frame555.jpg,1920,1080
Gripper,748,694,89,133,frame560.jpg,1920,1080
Gripper,753,682,84,140,frame565.jpg,1920,1080
Gripper,746,692,89,133,frame570.jpg,1920,1080
Gripper,751,689,79,133,frame575.jpg,1920,1080
Gripper,763,700,77,138,frame580.jpg,1920,1080
Gripper,776,710,94,140,frame585.jpg,1920,1080
Gripper,804,738,92,125,frame590.jpg,1920,1080
Gripper,812,733,92,138,frame595.jpg,1920,1080
Gripper,447,636,92,123,frame60.jpg,1920,1080
