label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
gripper,1421,890,111,513,frame0.png,2880,2160
gripper,1432,890,92,502,frame10.png,2880,2160
gripper,1432,902,80,471,frame100.png,2880,2160
gripper,1425,913,88,440,frame105.png,2880,2160
gripper,1436,906,73,448,frame110.png,2880,2160
gripper,1421,910,100,456,frame115.png,2880,2160
gripper,1417,913,100,440,frame120.png,2880,2160
gripper,1429,894,88,494,frame125.png,2880,2160
gripper,1436,894,80,494,frame130.png,2880,2160
gripper,1436,1438,80,433,frame135.png,2880,2160
gripper,1436,1239,80,506,frame140.png,2880,2160
gripper,1432,887,92,513,frame145.png,2880,2160
gripper,1425,910,92,456,frame15.png,2880,2160
gripper,1432,898,77,444,frame150.png,2880,2160
gripper,1429,906,80,456,frame155.png,2880,2160
gripper,1425,906,88,452,frame160.png,2880,2160
gripper,1425,910,88,448,frame165.png,2880,2160
gripper,1421,910,100,448,frame170.png,2880,2160
gripper,1425,879,100,509,frame175.png,2880,2160
gripper,1425,883,100,517,frame180.png,2880,2160
gripper,1436,1404,88,471,frame185.png,2880,2160
gripper,1440,1400,80,475,frame190.png,2880,2160
gripper,1421,887,107,513,frame195.png,2880,2160
gripper,1429,917,84,437,frame20.png,2880,2160
gripper,1429,910,84,456,frame200.png,2880,2160
gripper,1432,913,77,433,frame205.png,2880,2160
gripper,1421,913,100,452,frame210.png,2880,2160
gripper,1421,917,96,444,frame215.png,2880,2160
gripper,1421,929,103,425,frame220.png,2880,2160
gripper,1421,887,96,509,frame225.png,2880,2160
gripper,1425,887,103,513,frame230.png,2880,2160
gripper,1432,1411,88,463,frame235.png,2880,2160
gripper,1432,1239,88,494,frame240.png,2880,2160
gripper,1421,879,107,525,frame245.png,2880,2160
gripper,1417,883,111,513,frame25.png,2880,2160
gripper,1417,898,107,460,frame250.png,2880,2160
gripper,1429,902,80,444,frame255.png,2880,2160
gripper,1425,906,88,448,frame260.png,2880,2160
gripper,1417,913,107,448,frame265.png,2880,2160
gripper,1417,906,107,448,frame270.png,2880,2160
gripper,1421,879,119,513,frame275.png,2880,2160
gripper,1421,1024,115,502,frame280.png,2880,2160
gripper,1432,1396,92,490,frame285.png,2880,2160
gripper,1432,883,96,517,frame290.png,2880,2160
gripper,1425,871,100,532,frame295.png,2880,2160
gripper,1413,883,123,509,frame30.png,2880,2160
gripper,1425,898,88,456,frame300.png,2880,2160
gripper,1421,917,96,437,frame305.png,2880,2160
gripper,1425,906,88,452,frame310.png,2880,2160
gripper,1425,894,88,463,frame315.png,2880,2160
gripper,1421,902,96,460,frame320.png,2880,2160
gripper,1417,879,119,521,frame325.png,2880,2160
gripper,1421,883,119,513,frame330.png,2880,2160
gripper,1429,1396,96,471,frame335.png,2880,2160
gripper,1429,1247,96,494,frame340.png,2880,2160
gripper,1417,867,111,521,frame345.png,2880,2160
gripper,1436,1388,88,494,frame35.png,2880,2160
gripper,1421,902,96,448,frame350.png,2880,2160
gripper,1417,894,103,460,frame355.png,2880,2160
gripper,1432,906,80,444,frame360.png,2880,2160
gripper,1432,917,73,437,frame365.png,2880,2160
gripper,1429,902,84,444,frame370.png,2880,2160
gripper,1425,894,100,502,frame375.png,2880,2160
gripper,1436,1032,84,502,frame380.png,2880,2160
gripper,1429,1384,96,486,frame385.png,2880,2160
gripper,1421,890,103,502,frame390.png,2880,2160
gripper,1436,883,88,517,frame395.png,2880,2160
gripper,1429,1396,88,483,frame40.png,2880,2160
gripper,1425,910,92,448,frame400.png,2880,2160
gripper,1425,910,88,448,frame405.png,2880,2160
gripper,1429,906,80,448,frame410.png,2880,2160
gripper,1425,910,92,452,frame415.png,2880,2160
gripper,1432,913,88,460,frame420.png,2880,2160
gripper,1421,883,107,517,frame425.png,2880,2160
gripper,1432,1396,92,475,frame430.png,2880,2160
gripper,1436,1438,88,437,frame435.png,2880,2160
gripper,1417,875,115,521,frame440.png,2880,2160
gripper,1425,883,103,513,frame445.png,2880,2160
gripper,1425,887,103,513,frame45.png,2880,2160
gripper,1421,875,119,521,frame450.png,2880,2160
gripper,1425,883,103,509,frame455.png,2880,2160
gripper,1417,883,111,517,frame460.png,2880,2160
gripper,1421,887,111,513,frame465.png,2880,2160
gripper,1421,887,111,506,frame470.png,2880,2160
gripper,1425,910,92,460,frame475.png,2880,2160
gripper,1432,917,80,437,frame480.png,2880,2160
gripper,1421,887,107,509,frame485.png,2880,2160
gripper,1421,883,103,513,frame490.png,2880,2160
gripper,1440,1430,84,444,frame495.png,2880,2160
gripper,1432,887,84,509,frame5.png,2880,2160
gripper,1432,887,92,506,frame50.png,2880,2160
gripper,1429,1407,84,467,frame500.png,2880,2160
gripper,1429,887,100,513,frame505.png,2880,2160
gripper,1425,887,100,517,frame510.png,2880,2160
gripper,1429,917,84,440,frame515.png,2880,2160
gripper,1429,917,84,433,frame520.png,2880,2160
gripper,1429,910,84,444,frame525.png,2880,2160
gripper,1425,894,92,483,frame530.png,2880,2160
gripper,1425,887,103,509,frame535.png,2880,2160
gripper,1432,1438,88,437,frame540.png,2880,2160
gripper,1436,1446,84,433,frame545.png,2880,2160
gripper,1436,925,77,425,frame55.png,2880,2160
gripper,1440,898,80,490,frame550.png,2880,2160
gripper,1421,890,103,506,frame555.png,2880,2160
gripper,1425,913,84,444,frame560.png,2880,2160
gripper,1432,917,80,440,frame565.png,2880,2160
gripper,1425,921,92,440,frame570.png,2880,2160
gripper,1425,917,92,444,frame60.png,2880,2160
gripper,1425,925,88,433,frame65.png,2880,2160
gripper,1429,921,88,437,frame70.png,2880,2160
gripper,1421,883,103,513,frame75.png,2880,2160
gripper,1425,887,96,517,frame80.png,2880,2160
gripper,1429,1404,96,471,frame85.png,2880,2160
gripper,1432,1411,88,463,frame90.png,2880,2160
gripper,1432,890,88,502,frame95.png,2880,2160
